sample  ,gene,logFC,cell_line,E2_status
Bone.4,79962,-3.688737398,MCF7,E2
Bone.4,4171,-3.688737398,MCF7,E2
Bone.4,9321,-3.702001557,MCF7,E2
Bone.4,10209,-3.707019905,MCF7,E2
Bone.4,9529,-3.713062948,MCF7,E2
Bone.4,51727,-3.719080785,MCF7,E2
Bone.4,3429,-3.730766374,MCF7,E2
Bone.4,84343,-3.739947707,MCF7,E2
Bone.4,9534,-3.74290421,MCF7,E2
Bone.4,6867,-3.74290421,MCF7,E2
Bone.4,367,-3.74290421,MCF7,E2
Bone.4,24149,-3.754670003,MCF7,E2
Bone.4,10598,-3.789402381,MCF7,E2
Bone.4,2622,-3.794823962,MCF7,E2
Bone.4,442075,-3.794823962,MCF7,E2
Bone.4,23304,-3.806459957,MCF7,E2
Bone.4,83696,-3.817720651,MCF7,E2
Bone.4,26118,-3.823318209,MCF7,E2
Bone.4,104472848,-3.828185941,MCF7,E2
Bone.4,122809,-3.828894132,MCF7,E2
Bone.4,130074,-3.839981741,MCF7,E2
Bone.4,5037,-3.856455,MCF7,E2
Bone.4,8614,-3.86190455,MCF7,E2
Bone.4,83637,-3.86190455,MCF7,E2
Bone.4,7525,-3.867333593,MCF7,E2
Bone.4,65056,-3.872742282,MCF7,E2
Bone.4,79670,-3.872742282,MCF7,E2
Bone.4,5373,-3.87682551,MCF7,E2
Bone.4,9053,-3.899485688,MCF7,E2
Bone.4,23325,-3.90477539,MCF7,E2
Bone.4,10163,-3.946408966,MCF7,E2
Bone.4,9344,-3.959176856,MCF7,E2
Bone.4,4579,-3.962570006,MCF7,E2
Bone.4,6091,-3.966783702,MCF7,E2
Bone.4,79848,-3.966783702,MCF7,E2
Bone.4,100507246,-3.967643286,MCF7,E2
Bone.4,84516,-3.996816236,MCF7,E2
Bone.4,26190,-3.996816236,MCF7,E2
Bone.4,1192,-4.011764702,MCF7,E2
Bone.4,64327,-4.01303987,MCF7,E2
Bone.4,22877,-4.026236311,MCF7,E2
Bone.4,83872,-4.038011266,MCF7,E2
Bone.4,23560,-4.04552159,MCF7,E2
Bone.4,3007,-4.04552159,MCF7,E2
Bone.4,3725,-4.06455247,MCF7,E2
Bone.4,8165,-4.06455247,MCF7,E2
Bone.4,4204,-4.09263621,MCF7,E2
Bone.4,1374,-4.09726414,MCF7,E2
Bone.4,9448,-4.101877272,MCF7,E2
Bone.4,3691,-4.149369316,MCF7,E2
Bone.4,402483,-4.157222586,MCF7,E2
Bone.4,158293,-4.167161223,MCF7,E2
Bone.4,64855,-4.204101174,MCF7,E2
Bone.4,8878,-4.209454618,MCF7,E2
Bone.4,360023,-4.216916221,MCF7,E2
Bone.4,51759,-4.228758926,MCF7,E2
Bone.4,1719,-4.265755906,MCF7,E2
Bone.4,1786,-4.281103912,MCF7,E2
Bone.4,100500815,-4.285559652,MCF7,E2
Bone.4,283459,-4.291897961,MCF7,E2
Bone.4,1534,-4.313546644,MCF7,E2
Bone.4,58487,-4.319500217,MCF7,E2
Bone.4,100169767,-4.324856052,MCF7,E2
Bone.4,5802,-4.377722486,MCF7,E2
Bone.4,103504728,-4.383837779,MCF7,E2
Bone.4,3728,-4.3890902,MCF7,E2
Bone.4,3710,-4.404109146,MCF7,E2
Bone.4,100169768,-4.431509266,MCF7,E2
Bone.4,11273,-4.529254981,MCF7,E2
Bone.4,7916,-4.614101374,MCF7,E2
Bone.4,27230,-4.694452717,MCF7,E2
Bone.4,3964,-4.703470084,MCF7,E2
Bone.4,63939,-4.730188869,MCF7,E2
Bone.4,100169766,-4.80696275,MCF7,E2
Bone.4,100169765,-4.990892268,MCF7,E2
Bone.4,100169764,-5.27795139,MCF7,E2
Bone.4,100288142,-5.335537042,MCF7,E2
Bone.4,100169763,-5.380020007,MCF7,E2
Bone.4,2005,-5.668338986,MCF7,E2
Bone.4,79665,-5.722116078,MCF7,E2
Bone.4,100169761,-6.059100012,MCF7,E2
Bone.4,100169762,-6.060106628,MCF7,E2
Bone.1,10202,4.977532077,MCF7,E2
Bone.1,105373990,4.932780868,MCF7,E2
Bone.1,101929567,4.726538983,MCF7,E2
Bone.1,353322,3.975036499,MCF7,E2
Bone.1,8632,3.859584814,MCF7,E2
Bone.1,105376526,3.846947373,MCF7,E2
Bone.1,27296,3.827319895,MCF7,E2
Bone.1,5358,3.807669398,MCF7,E2
Bone.1,57010,3.796749685,MCF7,E2
Bone.1,101927282,3.796749685,MCF7,E2
Bone.1,101927102,3.75098967,MCF7,E2
Bone.1,57514,3.722089916,MCF7,E2
Bone.1,78997,3.702178106,MCF7,E2
Bone.1,8110,3.659895584,MCF7,E2
Bone.1,147807,3.659895584,MCF7,E2
Bone.1,100506286,3.659895584,MCF7,E2
Bone.1,100873986,3.644467388,MCF7,E2
Bone.1,146177,3.628365928,MCF7,E2
Bone.1,100996761,3.58743365,MCF7,E2
Bone.1,6459,3.568427407,MCF7,E2
Bone.1,3563,3.542078866,MCF7,E2
Bone.1,102723320,3.529448445,MCF7,E2
Bone.1,91179,3.508685833,MCF7,E2
Bone.1,26468,3.508685833,MCF7,E2
Bone.1,105370641,3.442883811,MCF7,E2
Bone.1,2784,3.438684164,MCF7,E2
Bone.1,100130100,3.434014805,MCF7,E2
Bone.1,398,3.404458972,MCF7,E2
Bone.1,23566,3.339751896,MCF7,E2
Bone.1,64377,3.339751896,MCF7,E2
Bone.1,5452,3.339751896,MCF7,E2
Bone.1,57333,3.339751896,MCF7,E2
Bone.1,1950,3.339751896,MCF7,E2
Bone.1,652995,3.33636153,MCF7,E2
Bone.1,254559,3.333448984,MCF7,E2
Bone.1,57657,3.315786977,MCF7,E2
Bone.1,161497,3.312028611,MCF7,E2
Bone.1,101927233,3.302358524,MCF7,E2
Bone.1,1636,3.258161349,MCF7,E2
Bone.1,161142,3.221342586,MCF7,E2
Bone.1,10071,3.170257284,MCF7,E2
Bone.1,10873,3.157696546,MCF7,E2
Bone.1,399833,3.13031369,MCF7,E2
Bone.1,10663,3.103350815,MCF7,E2
Bone.1,400746,3.096353113,MCF7,E2
Bone.1,54033,3.096353113,MCF7,E2
Bone.1,11172,3.096353113,MCF7,E2
Bone.1,346157,3.072612759,MCF7,E2
Bone.1,4578,3.015795743,MCF7,E2
Bone.1,257106,2.986223387,MCF7,E2
Bone.1,101927217,2.973417705,MCF7,E2
Bone.1,84069,2.876559403,MCF7,E2
Bone.1,752014,2.876559403,MCF7,E2
Bone.1,4575,2.826399369,MCF7,E2
Bone.1,340706,2.81179794,MCF7,E2
Bone.1,54432,2.749189046,MCF7,E2
Bone.1,4564,2.736794181,MCF7,E2
Bone.1,114818,2.729693128,MCF7,E2
Bone.1,3747,2.623210785,MCF7,E2
Bone.1,57139,2.57204356,MCF7,E2
Bone.1,9383,2.541566745,MCF7,E2
Bone.1,54414,2.529916463,MCF7,E2
Bone.1,26869,2.499613478,MCF7,E2
Bone.1,6060,2.448669042,MCF7,E2
Bone.1,57575,-2.871487941,MCF7,E2
Bone.1,100169758,-2.884602363,MCF7,E2
Bone.1,100169759,-2.88724063,MCF7,E2
Bone.1,1646,-2.896733773,MCF7,E2
Bone.1,100169753,-2.958217547,MCF7,E2
Bone.1,100169754,-2.958217547,MCF7,E2
Bone.1,100169755,-2.959603116,MCF7,E2
Bone.1,100507321,-2.960504394,MCF7,E2
Bone.1,100169756,-2.961364645,MCF7,E2
Bone.1,100169757,-2.961364645,MCF7,E2
Bone.1,100169751,-3.021338855,MCF7,E2
Bone.1,9902,-3.02905895,MCF7,E2
Bone.1,10057,-3.052128936,MCF7,E2
Bone.1,91661,-3.11689419,MCF7,E2
Bone.1,6657,-3.126481114,MCF7,E2
Bone.1,5337,-3.207283229,MCF7,E2
Bone.1,28973,-3.225272952,MCF7,E2
Bone.1,9675,-3.226093018,MCF7,E2
Bone.1,132430,-3.230316692,MCF7,E2
Bone.1,54903,-3.244660718,MCF7,E2
Bone.1,23270,-3.291612742,MCF7,E2
Bone.1,594,-3.368345164,MCF7,E2
Bone.1,92105,-3.372572213,MCF7,E2
Bone.1,390916,-3.501686025,MCF7,E2
Bone.1,8625,-3.545400752,MCF7,E2
Bone.1,51318,-3.587831259,MCF7,E2
Bone.1,51255,-3.599039736,MCF7,E2
Bone.1,401261,-3.599039736,MCF7,E2
Bone.1,126017,-3.624732886,MCF7,E2
Bone.1,55929,-3.626945598,MCF7,E2
Bone.1,4750,-3.626945598,MCF7,E2
Bone.1,55916,-3.626945598,MCF7,E2
Bone.1,91869,-3.654321908,MCF7,E2
Bone.1,139065,-3.654321908,MCF7,E2
Bone.1,10179,-3.681188389,MCF7,E2
Bone.1,84057,-3.681188389,MCF7,E2
Bone.1,55788,-3.681188389,MCF7,E2
Bone.1,64754,-3.707563685,MCF7,E2
Bone.1,84792,-3.707563685,MCF7,E2
Bone.1,3760,-3.739543096,MCF7,E2
Bone.1,1773,-3.767517886,MCF7,E2
Bone.1,991,-3.783914236,MCF7,E2
Bone.1,148327,-3.844591345,MCF7,E2
Bone.1,221656,-3.864855497,MCF7,E2
Bone.1,4117,-3.879809266,MCF7,E2
Bone.1,161835,-3.958787749,MCF7,E2
Bone.1,55734,-4.094892723,MCF7,E2
Bone.1,10084,-4.246495627,MCF7,E2
Bone.1,658,-4.367221166,MCF7,E2
Bone.1,7138,-4.478619785,MCF7,E2
Bone.1,5911,-4.523848921,MCF7,E2
Bone.1,166979,-4.717977025,MCF7,E2
Bone.1,1281,-5.480913334,MCF7,E2
Bone.2,3215,7.859262854,MCF7,E2
Bone.2,401612,7.112148399,MCF7,E2
Bone.2,100302182,6.652972391,MCF7,E2
Bone.2,140885,6.620254463,MCF7,E2
Bone.2,921,6.265129424,MCF7,E2
Bone.2,6578,6.05743933,MCF7,E2
Bone.2,9024,6.04929816,MCF7,E2
Bone.2,11019,5.91520568,MCF7,E2
Bone.2,972,5.91520568,MCF7,E2
Bone.2,7352,5.860668363,MCF7,E2
Bone.2,400658,5.860668363,MCF7,E2
Bone.2,93589,5.752248145,MCF7,E2
Bone.2,390748,5.722694476,MCF7,E2
Bone.2,100506314,5.534068907,MCF7,E2
Bone.2,103611081,5.514376546,MCF7,E2
Bone.2,55504,5.500480533,MCF7,E2
Bone.2,441234,5.500480533,MCF7,E2
Bone.2,4135,5.473101331,MCF7,E2
Bone.2,100134368,5.446255095,MCF7,E2
Bone.2,2192,5.446255095,MCF7,E2
Bone.2,100506071,5.412121856,MCF7,E2
Bone.2,3679,5.321865341,MCF7,E2
Bone.2,2747,5.152247535,MCF7,E2
Bone.2,28958,4.949356369,MCF7,E2
Bone.2,340554,4.916142534,MCF7,E2
Bone.2,51760,4.908947551,MCF7,E2
Bone.2,101929141,4.90255213,MCF7,E2
Bone.2,91419,4.898037364,MCF7,E2
Bone.2,257144,4.836866826,MCF7,E2
Bone.2,650655,4.830506884,MCF7,E2
Bone.2,286480,4.805022236,MCF7,E2
Bone.2,399948,4.786315978,MCF7,E2
Bone.2,100294362,4.760501551,MCF7,E2
Bone.2,23114,4.753496878,MCF7,E2
Bone.2,51054,4.753496878,MCF7,E2
Bone.2,100189168,4.753496878,MCF7,E2
Bone.2,197187,4.753496878,MCF7,E2
Bone.2,10874,4.753496878,MCF7,E2
Bone.2,9627,4.701852036,MCF7,E2
Bone.2,143879,4.693513005,MCF7,E2
Bone.2,196294,4.684000099,MCF7,E2
Bone.2,54587,4.671709213,MCF7,E2
Bone.2,8790,4.650671998,MCF7,E2
Bone.2,145483,4.568943993,MCF7,E2
Bone.2,8552,4.541640819,MCF7,E2
Bone.2,5333,4.5153134,MCF7,E2
Bone.2,8644,4.490961663,MCF7,E2
Bone.2,783,4.449771543,MCF7,E2
Bone.2,100885776,4.449771543,MCF7,E2
Bone.2,729092,4.436241551,MCF7,E2
Bone.2,80024,4.387832042,MCF7,E2
Bone.2,25806,4.343443755,MCF7,E2
Bone.2,27238,4.292810535,MCF7,E2
Bone.2,80149,4.267001229,MCF7,E2
Bone.2,92104,4.258174717,MCF7,E2
Bone.2,101927181,4.254460185,MCF7,E2
Bone.2,65072,4.216025422,MCF7,E2
Bone.2,100189298,4.201977979,MCF7,E2
Bone.2,401647,4.201977979,MCF7,E2
Bone.2,79663,4.200240596,MCF7,E2
Bone.2,340390,4.152997164,MCF7,E2
Bone.2,2180,4.121229812,MCF7,E2
Bone.2,65018,4.098953057,MCF7,E2
Bone.2,64410,4.098953057,MCF7,E2
Bone.2,142940,4.075303885,MCF7,E2
Bone.2,2055,4.037731571,MCF7,E2
Bone.2,348793,4.035046396,MCF7,E2
Bone.2,80315,4.028564793,MCF7,E2
Bone.2,101928085,4.009600462,MCF7,E2
Bone.2,1058,4.006042423,MCF7,E2
Bone.2,259173,3.950105998,MCF7,E2
Bone.2,124923,3.948512769,MCF7,E2
Bone.2,2627,3.944700587,MCF7,E2
Bone.2,147686,3.891799923,MCF7,E2
Bone.2,22888,3.87523428,MCF7,E2
Bone.2,10349,3.831443738,MCF7,E2
Bone.2,10216,3.816674523,MCF7,E2
Bone.2,8034,3.809066686,MCF7,E2
Bone.2,54981,3.803656402,MCF7,E2
Bone.2,55142,3.798069929,MCF7,E2
Bone.2,56851,3.795979435,MCF7,E2
Bone.2,56125,3.790634744,MCF7,E2
Bone.2,8846,3.740263169,MCF7,E2
Bone.2,79712,3.737947652,MCF7,E2
Bone.2,161823,3.731026906,MCF7,E2
Bone.2,105379282,3.72643443,MCF7,E2
Bone.2,8997,3.72643443,MCF7,E2
Bone.2,755,3.699899559,MCF7,E2
Bone.2,5190,3.690937884,MCF7,E2
Bone.2,730102,3.687752815,MCF7,E2
Bone.2,55765,3.672625107,MCF7,E2
Bone.2,1540,3.665638711,MCF7,E2
Bone.2,10810,3.660634572,MCF7,E2
Bone.2,29063,3.650896703,MCF7,E2
Bone.2,1294,3.632818698,MCF7,E2
Bone.2,84233,3.629868871,MCF7,E2
Bone.2,64800,3.628552572,MCF7,E2
Bone.2,767,3.610591442,MCF7,E2
Bone.2,53820,3.592316832,MCF7,E2
Bone.2,388743,3.589582797,MCF7,E2
Bone.2,27304,3.58517208,MCF7,E2
Bone.2,338799,3.582582278,MCF7,E2
Bone.2,10671,3.580427469,MCF7,E2
Bone.2,80307,3.553256789,MCF7,E2
Bone.2,644873,3.552180426,MCF7,E2
Bone.2,10230,3.545436448,MCF7,E2
Bone.2,100616469,3.540871829,MCF7,E2
Bone.2,100526694,3.52572093,MCF7,E2
Bone.2,84549,3.460055424,MCF7,E2
Bone.2,92935,3.446734612,MCF7,E2
Bone.2,8692,3.433252298,MCF7,E2
Bone.2,440585,3.429176187,MCF7,E2
Bone.2,8575,3.416911723,MCF7,E2
Bone.2,81559,3.401949376,MCF7,E2
Bone.2,25992,3.401949376,MCF7,E2
Bone.2,79095,3.399805627,MCF7,E2
Bone.2,120526,3.388220805,MCF7,E2
Bone.2,57143,3.361541564,MCF7,E2
Bone.2,22944,3.350680389,MCF7,E2
Bone.2,100874039,3.337703326,MCF7,E2
Bone.2,57419,3.329994693,MCF7,E2
Bone.2,9252,3.298058845,MCF7,E2
Bone.2,55016,3.298058845,MCF7,E2
Bone.2,29093,3.298058845,MCF7,E2
Bone.2,4528,3.268818494,MCF7,E2
Bone.2,91120,3.257702195,MCF7,E2
Bone.2,10953,3.255624098,MCF7,E2
Bone.2,1819,3.229270268,MCF7,E2
Bone.2,11070,3.226011314,MCF7,E2
Bone.2,55748,3.20961692,MCF7,E2
Bone.2,6392,3.192430336,MCF7,E2
Bone.2,54532,3.185663076,MCF7,E2
Bone.2,137695,3.185647704,MCF7,E2
Bone.2,5166,3.177591685,MCF7,E2
Bone.2,2967,3.170159822,MCF7,E2
Bone.2,23780,3.170159822,MCF7,E2
Bone.2,693197,3.166391615,MCF7,E2
Bone.2,4671,3.158319862,MCF7,E2
Bone.2,401541,3.091208081,MCF7,E2
Bone.2,56267,3.070920225,MCF7,E2
Bone.2,83464,3.070920225,MCF7,E2
Bone.2,339229,3.060437933,MCF7,E2
Bone.2,23456,3.058180944,MCF7,E2
Bone.2,8227,3.039332427,MCF7,E2
Bone.2,100506215,3.035122225,MCF7,E2
Bone.2,58493,3.014441007,MCF7,E2
Bone.2,25895,3.010243095,MCF7,E2
Bone.2,57099,3.010243095,MCF7,E2
Bone.2,54821,2.943086229,MCF7,E2
Bone.2,5569,2.939915129,MCF7,E2
Bone.2,9556,2.920909726,MCF7,E2
Bone.2,11212,2.919720268,MCF7,E2
Bone.2,388403,2.909629693,MCF7,E2
Bone.2,427,2.885365928,MCF7,E2
Bone.2,132660,2.878707447,MCF7,E2
Bone.2,8897,2.874642206,MCF7,E2
Bone.2,51010,2.874093899,MCF7,E2
Bone.2,5890,2.852588139,MCF7,E2
Bone.2,56929,2.846005074,MCF7,E2
Bone.2,7538,2.837418575,MCF7,E2
Bone.2,8496,2.827910557,MCF7,E2
Bone.2,839,2.814147495,MCF7,E2
Bone.2,54741,2.802542677,MCF7,E2
Bone.2,144983,2.775588773,MCF7,E2
Bone.2,91147,2.76322286,MCF7,E2
Bone.2,84142,2.736362759,MCF7,E2
Bone.2,1048,2.729705598,MCF7,E2
Bone.2,161394,2.69551387,MCF7,E2
Bone.2,26608,2.690701036,MCF7,E2
Bone.2,148362,2.678796481,MCF7,E2
Bone.2,55421,2.67259913,MCF7,E2
Bone.2,3099,2.657689864,MCF7,E2
Bone.2,8233,2.638768041,MCF7,E2
Bone.2,115548,2.630840673,MCF7,E2
Bone.2,55268,2.614279045,MCF7,E2
Bone.2,56474,2.600825584,MCF7,E2
Bone.2,26469,2.564504144,MCF7,E2
Bone.2,71,-2.518137314,MCF7,E2
Bone.2,6137,-2.637815559,MCF7,E2
Bone.2,821,-2.732185128,MCF7,E2
Bone.2,23521,-2.82092846,MCF7,E2
Bone.2,10399,-2.828583545,MCF7,E2
Bone.2,6224,-2.87080688,MCF7,E2
Bone.2,2186,-2.890381675,MCF7,E2
Bone.2,54014,-2.93747151,MCF7,E2
Bone.2,1345,-2.974874024,MCF7,E2
Bone.2,10376,-2.992741975,MCF7,E2
Bone.2,25836,-3.000130769,MCF7,E2
Bone.2,5573,-3.006775305,MCF7,E2
Bone.2,10992,-3.026629209,MCF7,E2
Bone.2,7057,-3.031224038,MCF7,E2
Bone.2,4571,-3.047519686,MCF7,E2
Bone.2,6772,-3.061646305,MCF7,E2
Bone.2,56252,-3.067310536,MCF7,E2
Bone.2,3921,-3.067748067,MCF7,E2
Bone.2,7764,-3.107797096,MCF7,E2
Bone.2,6171,-3.111224099,MCF7,E2
Bone.2,5241,-3.111523,MCF7,E2
Bone.2,10512,-3.122688563,MCF7,E2
Bone.2,9939,-3.139666906,MCF7,E2
Bone.2,3329,-3.167377939,MCF7,E2
Bone.2,6138,-3.197570628,MCF7,E2
Bone.2,3313,-3.224365445,MCF7,E2
Bone.2,4841,-3.2284478,MCF7,E2
Bone.2,55870,-3.240626011,MCF7,E2
Bone.2,107,-3.241741717,MCF7,E2
Bone.2,11083,-3.269441017,MCF7,E2
Bone.2,10051,-3.272607445,MCF7,E2
Bone.2,101060684,-3.293309796,MCF7,E2
Bone.2,2033,-3.294335674,MCF7,E2
Bone.2,23248,-3.297439949,MCF7,E2
Bone.2,4522,-3.297439949,MCF7,E2
Bone.2,26770,-3.297967012,MCF7,E2
Bone.2,6193,-3.305171538,MCF7,E2
Bone.2,861,-3.306712897,MCF7,E2
Bone.2,6201,-3.31133524,MCF7,E2
Bone.2,4537,-3.311882312,MCF7,E2
Bone.2,23365,-3.315926622,MCF7,E2
Bone.2,7531,-3.356439677,MCF7,E2
Bone.2,7314,-3.36303882,MCF7,E2
Bone.2,55832,-3.396304672,MCF7,E2
Bone.2,51585,-3.407840646,MCF7,E2
Bone.2,84162,-3.407840646,MCF7,E2
Bone.2,6498,-3.432615114,MCF7,E2
Bone.2,8289,-3.444707963,MCF7,E2
Bone.2,754,-3.466935993,MCF7,E2
Bone.2,57506,-3.46969057,MCF7,E2
Bone.2,54414,-3.482021494,MCF7,E2
Bone.2,10971,-3.485645879,MCF7,E2
Bone.2,23450,-3.487469402,MCF7,E2
Bone.2,57221,-3.502341676,MCF7,E2
Bone.2,29909,-3.503686233,MCF7,E2
Bone.2,57680,-3.5077124,MCF7,E2
Bone.2,80143,-3.521716156,MCF7,E2
Bone.2,5618,-3.528997564,MCF7,E2
Bone.2,348235,-3.530428114,MCF7,E2
Bone.2,10097,-3.532953807,MCF7,E2
Bone.2,7874,-3.53952353,MCF7,E2
Bone.2,1829,-3.544757853,MCF7,E2
Bone.2,9643,-3.619836334,MCF7,E2
Bone.2,5725,-3.629722165,MCF7,E2
Bone.2,23469,-3.655354703,MCF7,E2
Bone.2,11214,-3.658979598,MCF7,E2
Bone.2,595,-3.66919202,MCF7,E2
Bone.2,9669,-3.679350391,MCF7,E2
Bone.2,3184,-3.698263663,MCF7,E2
Bone.2,3187,-3.727901972,MCF7,E2
Bone.2,3875,-3.739215215,MCF7,E2
Bone.2,100529239,-3.744946614,MCF7,E2
Bone.2,1917,-3.749031884,MCF7,E2
Bone.2,57532,-3.751297619,MCF7,E2
Bone.2,3149,-3.75656302,MCF7,E2
Bone.2,8826,-3.763786238,MCF7,E2
Bone.2,11098,-3.776667582,MCF7,E2
Bone.2,7167,-3.780055653,MCF7,E2
Bone.2,23225,-3.79368401,MCF7,E2
Bone.2,23204,-3.80026421,MCF7,E2
Bone.2,23352,-3.817666081,MCF7,E2
Bone.2,3178,-3.841293517,MCF7,E2
Bone.2,8338,-3.867247613,MCF7,E2
Bone.2,1660,-3.868646646,MCF7,E2
Bone.2,677770,-3.890396392,MCF7,E2
Bone.2,1786,-3.918895208,MCF7,E2
Bone.2,2970,-3.926777428,MCF7,E2
Bone.2,103,-3.96018931,MCF7,E2
Bone.2,5062,-3.977319188,MCF7,E2
Bone.2,100093631,-3.980959373,MCF7,E2
Bone.2,10627,-3.991241881,MCF7,E2
Bone.2,6181,-4.017255302,MCF7,E2
Bone.2,404734,-4.021521343,MCF7,E2
Bone.2,55023,-4.02195467,MCF7,E2
Bone.2,54882,-4.056576226,MCF7,E2
Bone.2,3312,-4.082776911,MCF7,E2
Bone.2,5108,-4.104912525,MCF7,E2
Bone.2,10972,-4.118140346,MCF7,E2
Bone.2,1523,-4.171563976,MCF7,E2
Bone.2,84629,-4.187547447,MCF7,E2
Bone.2,6085,-4.248542614,MCF7,E2
Bone.2,124540,-4.251368954,MCF7,E2
Bone.2,11333,-4.261023205,MCF7,E2
Bone.2,9991,-4.301705489,MCF7,E2
Bone.2,7150,-4.371605584,MCF7,E2
Bone.2,1982,-4.447163169,MCF7,E2
Bone.2,6227,-4.502684926,MCF7,E2
Bone.2,54790,-4.510062777,MCF7,E2
Bone.2,4566,-4.64650654,MCF7,E2
Bone.2,100506492,-4.880861909,MCF7,E2
Bone.2,6319,-4.917640118,MCF7,E2
Bone.2,3150,-5.182878173,MCF7,E2
Bone.2,100169761,-5.395177005,MCF7,E2
Bone.2,100169762,-5.3956992,MCF7,E2
Bone.2,100169763,-5.399088872,MCF7,E2
Bone.2,10079,-5.525187293,MCF7,E2
Bone.2,7916,-5.705670364,MCF7,E2
Bone.3,10595,6.259399952,MCF7,E2
Bone.3,118430,6.449591459,MCF7,E2
Bone.3,169200,-4.976856824,MCF7,E2
Bone.3,23129,-5.819720578,MCF7,E2
Bone.3,3698,4.794367852,MCF7,E2
Bone.3,79689,5.151941009,MCF7,E2
Bone.3,345275,5.106201392,MCF7,E2
Bone.3,85441,-5.091369197,MCF7,E2
Bone.3,9830,-5.524033399,MCF7,E2
Bone.3,200162,5.010127469,MCF7,E2
Bone.3,2688,4.968298701,MCF7,E2
Bone.3,341640,-4.951737312,MCF7,E2
Bone.3,7422,-5.417220098,MCF7,E2
Bone.3,6563,5.013911028,MCF7,E2
Bone.3,195814,5.298883394,MCF7,E2
Bone.3,101927018,4.907196299,MCF7,E2
Bone.3,84187,-4.909587348,MCF7,E2
Bone.3,6520,-5.258703082,MCF7,E2
Bone.3,9866,-5.294336177,MCF7,E2
Bone.3,10371,4.301302145,MCF7,E2
Bone.3,644068,4.888540671,MCF7,E2
Bone.3,100506930,4.888540671,MCF7,E2
Bone.3,5288,5.129252555,MCF7,E2
Bone.3,375743,-5.168260481,MCF7,E2
Bone.3,219858,4.676280006,MCF7,E2
Bone.3,89765,4.676280006,MCF7,E2
Bone.3,84898,-5.160002608,MCF7,E2
Bone.3,4676,-5.113719546,MCF7,E2
Bone.3,54414,4.080239368,MCF7,E2
Bone.3,1191,-5.087834085,MCF7,E2
Bone.3,25864,4.936985598,MCF7,E2
Bone.3,102465753,4.651845397,MCF7,E2
Bone.3,100169851,4.504287048,MCF7,E2
Bone.3,79955,4.407501975,MCF7,E2
Bone.3,25804,-5.011864469,MCF7,E2
Bone.3,8777,-5.002658051,MCF7,E2
Bone.3,100130449,4.115299901,MCF7,E2
Bone.3,101927599,4.161133464,MCF7,E2
Bone.3,26030,-4.91704459,MCF7,E2
Bone.3,57102,3.959879461,MCF7,E2
Bone.3,5813,-4.907210624,MCF7,E2
Bone.3,84733,-4.897309166,MCF7,E2
Bone.3,54870,-4.897309166,MCF7,E2
Bone.3,7881,3.969476838,MCF7,E2
Bone.3,26155,-4.88983822,MCF7,E2
Bone.3,283209,-4.887339282,MCF7,E2
Bone.3,80144,-4.887339282,MCF7,E2
Bone.3,10092,-4.409403797,MCF7,E2
Bone.3,10410,-4.401052567,MCF7,E2
Bone.3,1303,-3.845218468,MCF7,E2
Bone.3,345643,4.792914029,MCF7,E2
Bone.3,93210,4.120634188,MCF7,E2
Bone.3,8869,4.197054789,MCF7,E2
Bone.3,101060200,3.960130326,MCF7,E2
Bone.3,283248,4.235125319,MCF7,E2
Bone.3,56941,-4.836429442,MCF7,E2
Bone.3,22853,-4.347602741,MCF7,E2
Bone.3,60674,-4.143165278,MCF7,E2
Bone.3,125058,-4.34015486,MCF7,E2
Bone.3,3607,-4.325142749,MCF7,E2
Bone.3,7029,-4.294641609,MCF7,E2
Bone.3,283120,-4.225300305,MCF7,E2
Bone.3,4680,3.645544856,MCF7,E2
Bone.3,55008,-4.717671723,MCF7,E2
Bone.3,2824,3.960366331,MCF7,E2
Bone.3,139818,4.632842505,MCF7,E2
Bone.3,664618,4.24115541,MCF7,E2
Bone.3,221927,-4.706374652,MCF7,E2
Bone.3,51259,3.849044582,MCF7,E2
Bone.3,58513,-4.005967122,MCF7,E2
Bone.3,55206,-3.783649513,MCF7,E2
Bone.3,171019,-3.979557107,MCF7,E2
Bone.3,79842,4.130429585,MCF7,E2
Bone.3,693158,3.942946194,MCF7,E2
Bone.3,83872,-3.633221115,MCF7,E2
Bone.3,100507246,-3.962495471,MCF7,E2
Bone.3,284486,4.545613044,MCF7,E2
Bone.3,140545,-4.157296738,MCF7,E2
Bone.3,332,-4.148795564,MCF7,E2
Bone.3,55763,-4.624716762,MCF7,E2
Bone.3,100169760,-3.491313759,MCF7,E2
Bone.3,7311,-3.782784675,MCF7,E2
Bone.3,55520,3.984070565,MCF7,E2
Bone.3,92815,3.655071613,MCF7,E2
Bone.3,340481,-4.600511096,MCF7,E2
Bone.3,192111,-4.588254243,MCF7,E2
Bone.3,135398,-3.662112998,MCF7,E2
Bone.3,26000,-4.118640657,MCF7,E2
Bone.3,54627,3.70471417,MCF7,E2
Bone.3,29948,3.632558112,MCF7,E2
Bone.3,5546,-4.575892365,MCF7,E2
Bone.3,101929959,4.0740716,MCF7,E2
Bone.3,100129617,3.888588928,MCF7,E2
Bone.3,11342,-4.09228225,MCF7,E2
Bone.3,400798,3.784548929,MCF7,E2
Bone.3,126375,3.784548929,MCF7,E2
Bone.3,4586,3.43670565,MCF7,E2
Bone.3,6772,-3.521847577,MCF7,E2
Bone.3,26085,4.452768092,MCF7,E2
